Median Household Income 
Population Reference Bureau prb.org
"Sources: U.S. Census Bureau, Decennial Census and American Community Survey ."

FIPS,Name,Type,TimeFrame,Data
39081,Jefferson County,County,2013-2017,43161
39083,Knox County,County,1999,57378
39083,Knox County,County,2006-2010,51440
39083,Knox County,County,2013-2017,51211
39085,Lake County,County,1999,71968
39085,Lake County,County,2006-2010,61852
39085,Lake County,County,2013-2017,61137
39087,Lawrence County,County,1999,42988
39087,Lawrence County,County,2006-2010,41081
39087,Lawrence County,County,2013-2017,45466
39089,Licking County,County,1999,65122
39089,Licking County,County,2006-2010,60044
39089,Licking County,County,2013-2017,59747
39091,Logan County,County,1999,61218
39091,Logan County,County,2006-2010,52384
39091,Logan County,County,2013-2017,53051
39093,Lorain County,County,1999,66477
39093,Lorain County,County,2006-2010,58664
39093,Lorain County,County,2013-2017,54987
39095,Lucas County,County,1999,56089
39095,Lucas County,County,2006-2010,47403
39095,Lucas County,County,2013-2017,44820
39097,Madison County,County,1999,65252
39097,Madison County,County,2006-2010,56936
39097,Madison County,County,2013-2017,62897
39099,Mahoning County,County,1999,52022
39099,Mahoning County,County,2006-2010,45207
39099,Mahoning County,County,2013-2017,43251
39101,Marion County,County,1999,57130
39101,Marion County,County,2006-2010,45644
39101,Marion County,County,2013-2017,44708
39103,Medina County,County,1999,82370
39103,Medina County,County,2006-2010,74581
39103,Medina County,County,2013-2017,71595
39105,Meigs County,County,1999,40272
39105,Meigs County,County,2006-2010,37640
39105,Meigs County,County,2013-2017,42105
39107,Mercer County,County,1999,63082
39107,Mercer County,County,2006-2010,56019
39107,Mercer County,County,2013-2017,57052
39109,Miami County,County,1999,65100
39109,Miami County,County,2006-2010,58034
39109,Miami County,County,2013-2017,54568
39111,Monroe County,County,1999,44966
39111,Monroe County,County,2006-2010,41722
39111,Monroe County,County,2013-2017,43299
39113,Montgomery County,County,1999,59265
39113,Montgomery County,County,2006-2010,49536
39113,Montgomery County,County,2013-2017,47045
39115,Morgan County,County,1999,42606
39115,Morgan County,County,2006-2010,39392
39115,Morgan County,County,2013-2017,40276
39117,Morrow County,County,1999,60337
39117,Morrow County,County,2006-2010,56213
39117,Morrow County,County,2013-2017,52767
39119,Muskingum County,County,1999,51929
39119,Muskingum County,County,2006-2010,44548
39119,Muskingum County,County,2013-2017,43325
39121,Noble County,County,1999,48615
39121,Noble County,County,2006-2010,44505
39121,Noble County,County,2013-2017,42171
39123,Ottawa County,County,1999,65269
39123,Ottawa County,County,2006-2010,60238
39123,Ottawa County,County,2013-2017,56193
39125,Paulding County,County,1999,59518
39125,Paulding County,County,2006-2010,52346
39125,Paulding County,County,2013-2017,49866
39127,Perry County,County,1999,50745
39127,Perry County,County,2006-2010,47759
39127,Perry County,County,2013-2017,46477
39129,Pickaway County,County,1999,63215
39129,Pickaway County,County,2006-2010,55504
39129,Pickaway County,County,2013-2017,60314
39131,Pike County,County,1999,46710
39131,Pike County,County,2006-2010,40463
39131,Pike County,County,2013-2017,43562
39133,Portage County,County,1999,65451
39133,Portage County,County,2006-2010,56839
39133,Portage County,County,2013-2017,53816
39135,Preble County,County,1999,62124
39135,Preble County,County,2006-2010,56088
39135,Preble County,County,2013-2017,52661
39137,Putnam County,County,1999,68519
39137,Putnam County,County,2006-2010,63742
39137,Putnam County,County,2013-2017,61161
39139,Richland County,County,1999,55193
39139,Richland County,County,2006-2010,48070
39139,Richland County,County,2013-2017,44138
39141,Ross County,County,1999,54780
39141,Ross County,County,2006-2010,48027
39141,Ross County,County,2013-2017,45792
39143,Sandusky County,County,1999,59897
39143,Sandusky County,County,2006-2010,54145
39143,Sandusky County,County,2013-2017,50370
39145,Scioto County,County,1999,41336
39145,Scioto County,County,2006-2010,36970
39145,Scioto County,County,2013-2017,38978
39147,Seneca County,County,1999,56138
39147,Seneca County,County,2006-2010,47968
39147,Seneca County,County,2013-2017,49153
39149,Shelby County,County,1999,65687
39149,Shelby County,County,2006-2010,54618
39149,Shelby County,County,2013-2017,57673
39151,Stark County,County,1999,58775
39151,Stark County,County,2006-2010,50636
39151,Stark County,County,2013-2017,50117
39153,Summit County,County,1999,62436
39153,Summit County,County,2006-2010,53999
39153,Summit County,County,2013-2017,53291
39155,Trumbull County,County,1999,56523
39155,Trumbull County,County,2006-2010,47656
39155,Trumbull County,County,2013-2017,45380
39157,Tuscarawas County,County,1999,52377
39157,Tuscarawas County,County,2006-2010,47413
39157,Tuscarawas County,County,2013-2017,49460
39159,Union County,County,1999,76366
39159,Union County,County,2006-2010,77126
39159,Union County,County,2013-2017,78848
39161,Van Wert County,County,1999,58293
39161,Van Wert County,County,2006-2010,50043
39161,Van Wert County,County,2013-2017,50974
39163,Vinton County,County,1999,43487
39163,Vinton County,County,2006-2010,38581
39163,Vinton County,County,2013-2017,41541
39165,Warren County,County,1999,85530
39165,Warren County,County,2006-2010,80306
39165,Warren County,County,2013-2017,79397
39167,Washington County,County,1999,50586
39167,Washington County,County,2006-2010,46932
39167,Washington County,County,2013-2017,46021
39169,Wayne County,County,1999,61305
39169,Wayne County,County,2006-2010,54505
39169,Wayne County,County,2013-2017,54037
39171,Williams County,County,1999,60120
39171,Williams County,County,2006-2010,50182
39171,Williams County,County,2013-2017,47593
39173,Wood County,County,1999,65591
39173,Wood County,County,2006-2010,60052
39173,Wood County,County,2013-2017,58033
39175,Wyandot County,County,1999,57322
39175,Wyandot County,County,2006-2010,53199
39175,Wyandot County,County,2013-2017,49767
40001,Adair County,County,1999,36721
40001,Adair County,County,2006-2010,33589
40001,Adair County,County,2013-2017,33366
40003,Alfalfa County,County,1999,44659
40003,Alfalfa County,County,2006-2010,47885
40003,Alfalfa County,County,2013-2017,57432
40005,Atoka County,County,1999,36531
40005,Atoka County,County,2006-2010,35130
40005,Atoka County,County,2013-2017,37106
40007,Beaver County,County,1999,54187
40007,Beaver County,County,2006-2010,56046
40007,Beaver County,County,2013-2017,52571
40009,Beckham County,County,1999,40442
40009,Beckham County,County,2006-2010,49172
40009,Beckham County,County,2013-2017,49625
40011,Blaine County,County,1999,41850
40011,Blaine County,County,2006-2010,46670
40011,Blaine County,County,2013-2017,46362
40013,Bryan County,County,1999,41159
40013,Bryan County,County,2006-2010,41948
40013,Bryan County,County,2013-2017,41197
40015,Caddo County,County,1999,40361
40015,Caddo County,County,2006-2010,41027
40015,Caddo County,County,2013-2017,41626
40017,Canadian County,County,1999,67062
40017,Canadian County,County,2006-2010,68154
40017,Canadian County,County,2013-2017,69220
40019,Carter County,County,1999,43398
40019,Carter County,County,2006-2010,43249
40019,Carter County,County,2013-2017,47754
40021,Cherokee County,County,1999,39164
40021,Cherokee County,County,2006-2010,36418
40021,Cherokee County,County,2013-2017,39187
40023,Choctaw County,County,1999,33566
40023,Choctaw County,County,2006-2010,31040
40023,Choctaw County,County,2013-2017,30298
40025,Cimarron County,County,1999,45199
40025,Cimarron County,County,2006-2010,38417
40025,Cimarron County,County,2013-2017,44667
40027,Cleveland County,County,1999,61760
40027,Cleveland County,County,2006-2010,59364
40027,Cleveland County,County,2013-2017,60632
40029,Coal County,County,1999,34986
40029,Coal County,County,2006-2010,35789
40029,Coal County,County,2013-2017,39931
40031,Comanche County,County,1999,49984
40031,Comanche County,County,2006-2010,49589
40031,Comanche County,County,2013-2017,49569
40033,Cotton County,County,1999,40159
40033,Cotton County,County,2006-2010,49738
40033,Cotton County,County,2013-2017,49962
40035,Craig County,County,1999,45748
40035,Craig County,County,2006-2010,44884
40035,Craig County,County,2013-2017,40465
40037,Creek County,County,1999,48952
40037,Creek County,County,2006-2010,47676
40037,Creek County,County,2013-2017,47147
40039,Custer County,County,1999,42098
40039,Custer County,County,2006-2010,47444
40039,Custer County,County,2013-2017,48520
40041,Delaware County,County,1999,41319
40041,Delaware County,County,2006-2010,38740
40041,Delaware County,County,2013-2017,38234
40043,Dewey County,County,1999,41578
40043,Dewey County,County,2006-2010,45001
40043,Dewey County,County,2013-2017,52930
40045,Ellis County,County,1999,41252
40045,Ellis County,County,2006-2010,48485
40045,Ellis County,County,2013-2017,50594
40047,Garfield County,County,1999,48713
40047,Garfield County,County,2006-2010,45785
40047,Garfield County,County,2013-2017,50724
40049,Garvin County,County,1999,41428
40049,Garvin County,County,2006-2010,42573
40049,Garvin County,County,2013-2017,42567
40051,Grady County,County,1999,48151
40051,Grady County,County,2006-2010,50995
40051,Grady County,County,2013-2017,55527
40053,Grant County,County,1999,42767
40053,Grant County,County,2006-2010,47371
40053,Grant County,County,2013-2017,54460
40055,Greer County,County,1999,38067
40055,Greer County,County,2006-2010,n/a
40055,Greer County,County,2013-2017,35898
40057,Harmon County,County,1999,33008
40057,Harmon County,County,2006-2010,35693
40057,Harmon County,County,2013-2017,38264
40059,Harper County,County,1999,49745
40059,Harper County,County,2006-2010,n/a
40059,Harper County,County,2013-2017,46915
40061,Haskell County,County,1999,36237
40061,Haskell County,County,2006-2010,42223
40061,Haskell County,County,2013-2017,38017
40063,Hughes County,County,1999,33386
40063,Hughes County,County,2006-2010,36818
40063,Hughes County,County,2013-2017,38425
40065,Jackson County,County,1999,45364
40065,Jackson County,County,2006-2010,46688
40065,Jackson County,County,2013-2017,45189
40067,Jefferson County,County,1999,34940
40067,Jefferson County,County,2006-2010,36900
40067,Jefferson County,County,2013-2017,35933
40069,Johnston County,County,1999,36295
40069,Johnston County,County,2006-2010,38935
40069,Johnston County,County,2013-2017,38636
40071,Kay County,County,1999,45401
40071,Kay County,County,2006-2010,44511
40071,Kay County,County,2013-2017,44067
40073,Kingfisher County,County,1999,54129
40073,Kingfisher County,County,2006-2010,55326
40073,Kingfisher County,County,2013-2017,62829
40075,Kiowa County,County,1999,38451
40075,Kiowa County,County,2006-2010,36692
40075,Kiowa County,County,2013-2017,38191
40077,Latimer County,County,1999,35365
40077,Latimer County,County,2006-2010,48042
40077,Latimer County,County,2013-2017,40539
40079,Le Flore County,County,1999,40259
40079,Le Flore County,County,2006-2010,40939
40079,Le Flore County,County,2013-2017,39253
40081,Lincoln County,County,1999,46028
40081,Lincoln County,County,2006-2010,47640
